job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,Salary_Scaled,month,quarter,month_name
AI00519,AI Research Scientist,77636,2,3,0,Ireland,2,Ireland,100,"SQL, Linux, Docker, Tableau",3,1970-01-01 00:00:00.000000005,14,2024-02-08,2024-04-14,1159,8.9,Predictive Systems,0.12307679717166427,2,1,February
AI00520,Research Scientist,214326,2,3,3,Denmark,0,Sweden,50,"Spark, Statistics, SQL, Python",0,1970-01-01 00:00:00.000000006,7,2024-01-17,2024-03-22,1904,6.4,DeepTech Ventures,0.49595991008685786,1,1,January
AI00521,Data Scientist,71473,2,2,0,Austria,1,Austria,100,"Kubernetes, Java, Mathematics, TensorFlow, R",1,1970-01-01 00:00:00.000000004,2,2024-04-08,2024-06-03,796,8.0,Neural Networks Co,0.10626445812055345,4,2,April
AI00522,Head of AI,48920,2,2,0,Japan,2,Japan,100,"PyTorch, Docker, AWS, Linux, Java",0,1970-01-01 00:00:00.000000002,1,2024-04-25,2024-05-29,2086,9.5,Machine Intelligence Group,0.04474106324472961,4,2,April
AI00523,Data Engineer,63273,2,2,1,South Korea,2,France,50,"Mathematics, SQL, MLOps",2,1970-01-01 00:00:00.000000004,4,2024-08-23,2024-09-30,992,9.4,Digital Transformation LLC,0.08389529047182576,8,3,August
AI00524,AI Product Manager,134087,2,1,2,Australia,2,Australia,0,"Python, Scala, TensorFlow, Spark, GCP",3,1970-01-01 00:00:00.000000012,1,2024-07-01,2024-07-24,968,5.9,Neural Networks Co,0.277072148749509,7,3,July
AI00525,Deep Learning Engineer,142446,2,3,1,Norway,1,Norway,50,"Git, Python, Kubernetes",3,1970-01-01 00:00:00.000000009,10,2024-11-14,2024-12-29,1666,9.6,Advanced Robotics,0.29987506001484004,11,4,November
AI00526,AI Specialist,159755,1,3,2,United Kingdom,0,Singapore,50,"MLOps, PyTorch, Git",3,1970-01-01 00:00:00.000000009,5,2024-07-30,2024-09-28,1272,8.7,AI Innovations,0.3470930993845751,7,3,July
AI00527,Computer Vision Engineer,188034,0,1,2,Germany,0,Germany,100,"Java, Spark, NLP, Hadoop, Python",2,1970-01-01 00:00:00.000000013,13,2024-10-21,2024-11-26,1330,6.9,Machine Intelligence Group,0.424236720352669,10,4,October
AI00528,Data Scientist,125153,0,3,2,Netherlands,2,South Korea,50,"R, Python, Data Visualization, TensorFlow",2,1970-01-01 00:00:00.000000009,8,2024-03-08,2024-03-25,926,8.9,TechCorp Inc,0.25270066780149275,3,1,March
AI00529,Machine Learning Engineer,146076,2,1,3,South Korea,1,South Korea,50,"Hadoop, Python, Computer Vision",2,1970-01-01 00:00:00.000000011,6,2024-01-18,2024-02-22,1893,5.1,Autonomous Tech,0.3097775086203134,1,1,January
AI00530,Principal Data Scientist,140113,2,3,0,Australia,1,South Korea,50,"PyTorch, Kubernetes, R",2,1970-01-01 00:00:00.000000005,13,2024-05-04,2024-07-15,1430,9.1,Algorithmic Solutions,0.2935107590240496,5,2,May
AI00531,AI Software Engineer,73269,1,0,2,United Kingdom,2,United Kingdom,50,"Kubernetes, Data Visualization, GCP, MLOps, PyTorch",0,1970-01-01 00:00:00.000000000,0,2024-12-04,2025-01-15,986,5.2,Advanced Robotics,0.11116385142507966,12,4,December
AI00532,AI Software Engineer,103806,2,2,0,United States,0,United States,100,"NLP, Tableau, Azure, R",0,1970-01-01 00:00:00.000000003,4,2024-09-02,2024-10-01,1905,8.3,Digital Transformation LLC,0.1944671773383964,9,3,September
AI00533,Principal Data Scientist,103370,2,3,2,Singapore,2,Singapore,0,"Hadoop, Python, Git",1,1970-01-01 00:00:00.000000007,3,2024-12-05,2025-01-31,2149,8.9,Autonomous Tech,0.1932777923268299,12,4,December
AI00534,Machine Learning Engineer,142657,2,1,1,Ireland,1,Ireland,100,"Python, SQL, Hadoop, Computer Vision",1,1970-01-01 00:00:00.000000013,13,2024-09-16,2024-10-20,1335,5.6,DeepTech Ventures,0.3004506568897036,9,3,September
AI00535,Research Scientist,291226,2,1,1,Denmark,2,Denmark,50,"GCP, Git, MLOps, Kubernetes",1,1970-01-01 00:00:00.000000010,6,2024-07-08,2024-08-23,1109,5.6,DataVision Ltd,0.7057390554755357,7,3,July
AI00536,Data Scientist,65226,2,0,1,United States,2,United States,100,"Python, Git, TensorFlow",0,1970-01-01 00:00:00.000000000,1,2024-06-11,2024-07-06,642,8.2,Machine Intelligence Group,0.08922297149840688,6,2,June
AI00537,AI Specialist,108886,2,0,1,Switzerland,1,Switzerland,50,"R, Tableau, Python, Statistics, Deep Learning",1,1970-01-01 00:00:00.000000000,10,2024-02-16,2024-03-03,2369,5.3,Cloud AI Solutions,0.20832514949151062,2,1,February
AI00538,Computer Vision Engineer,271344,2,1,0,Canada,0,Canada,50,"PyTorch, Tableau, Azure, NLP",1,1970-01-01 00:00:00.000000017,11,2024-01-13,2024-03-19,929,6.7,TechCorp Inc,0.6515020077691939,1,1,January
AI00539,Data Scientist,171571,2,3,1,Switzerland,1,Switzerland,100,"MLOps, R, Data Visualization",0,1970-01-01 00:00:00.000000007,1,2024-12-31,2025-03-02,997,8.6,Algorithmic Solutions,0.37932652437693687,12,4,December
AI00540,Data Engineer,82918,2,3,3,Finland,2,Finland,0,"Scala, Hadoop, Spark",3,1970-01-01 00:00:00.000000009,13,2024-08-30,2024-09-30,1763,5.8,AI Innovations,0.13748581467417398,8,3,August
AI00541,AI Product Manager,136651,2,1,0,Japan,1,Finland,0,"GCP, Java, Mathematics, Kubernetes",1,1970-01-01 00:00:00.000000017,8,2024-09-01,2024-11-05,1124,5.6,Machine Intelligence Group,0.2840666055606477,9,3,September
AI00542,AI Software Engineer,237637,2,1,2,Sweden,0,Sweden,0,"PyTorch, Python, AWS",0,1970-01-01 00:00:00.000000017,12,2024-02-02,2024-02-22,786,5.7,Predictive Systems,0.5595510889965519,2,1,February
AI00543,AI Consultant,59160,2,0,2,Ireland,0,United Kingdom,50,"Azure, AWS, GCP, Tableau",1,1970-01-01 00:00:00.000000000,14,2024-01-17,2024-03-20,1772,7.4,Predictive Systems,0.07267524333289686,1,1,January
AI00544,Research Scientist,49162,2,0,1,China,0,China,0,"AWS, Python, Tableau",0,1970-01-01 00:00:00.000000000,9,2025-03-27,2025-04-20,1766,9.2,Smart Analytics,0.045401226485094495,3,1,March
AI00545,Robotics Engineer,83663,2,3,2,India,1,India,100,"Linux, AWS, Java, Spark, Deep Learning",2,1970-01-01 00:00:00.000000005,12,2024-12-13,2024-12-28,1948,7.4,Future Systems,0.13951813539347913,12,4,December
AI00546,Machine Learning Engineer,35782,2,0,0,India,2,India,50,"Java, TensorFlow, Spark",2,1970-01-01 00:00:00.000000000,7,2024-03-04,2024-04-22,1770,7.1,Cognitive Computing,0.008901291955829078,3,1,March
AI00547,Machine Learning Engineer,115383,2,3,2,Australia,1,South Korea,50,"Spark, GCP, R, Hadoop, Data Visualization",3,1970-01-01 00:00:00.000000008,2,2024-07-25,2024-09-04,1711,6.4,Future Systems,0.22604862293221598,7,3,July
AI00548,Head of AI,54121,2,0,1,Finland,1,Finland,0,"SQL, PyTorch, Tableau, Statistics, Mathematics",1,1970-01-01 00:00:00.000000001,0,2024-05-03,2024-06-19,1267,9.5,Digital Transformation LLC,0.05892911701802628,5,2,May
AI00549,AI Software Engineer,135272,2,1,2,India,0,Denmark,0,"Computer Vision, PyTorch, SQL, Java, R",1,1970-01-01 00:00:00.000000017,9,2024-10-22,2024-12-15,2061,5.1,Cognitive Computing,0.28030476626947753,10,4,October
AI00550,Machine Learning Engineer,46323,2,0,3,Ireland,1,Ireland,100,"Linux, Tableau, Mathematics, PyTorch, Data Visualization",1,1970-01-01 00:00:00.000000000,8,2024-05-12,2024-07-03,1722,8.5,AI Innovations,0.03765658417354109,5,2,May
AI00551,Deep Learning Engineer,70013,2,2,0,Finland,2,Finland,50,"Kubernetes, Linux, Computer Vision, Tableau, Deep Learning",1,1970-01-01 00:00:00.000000002,14,2024-03-05,2024-04-23,1879,7.8,DeepTech Ventures,0.10228165510017022,3,1,March
AI00552,Data Scientist,97749,2,2,0,Sweden,2,Switzerland,50,"SQL, Linux, PyTorch",2,1970-01-01 00:00:00.000000003,5,2024-11-09,2025-01-09,2219,8.0,TechCorp Inc,0.1779440006983545,11,4,November
AI00553,AI Consultant,137427,2,3,3,Sweden,1,Sweden,100,"Kubernetes, Linux, NLP, Docker, Deep Learning",0,1970-01-01 00:00:00.000000007,10,2024-11-29,2025-02-06,756,5.7,DeepTech Ventures,0.2861834926454542,11,4,November
AI00554,Robotics Engineer,160234,2,1,0,Canada,2,Australia,100,"Python, Statistics, Azure, GCP, TensorFlow",3,1970-01-01 00:00:00.000000015,3,2025-01-28,2025-02-27,2166,8.0,Predictive Systems,0.3483997861289337,1,1,January
AI00555,Computer Vision Engineer,286216,2,1,2,Denmark,0,Austria,100,"Java, Linux, NLP, Mathematics",3,1970-01-01 00:00:00.000000012,9,2024-02-10,2024-04-14,1304,6.5,Autonomous Tech,0.692072039631618,2,1,February
AI00556,Head of AI,80478,2,2,2,Singapore,1,Singapore,0,"NLP, PyTorch, Spark, TensorFlow",3,1970-01-01 00:00:00.000000004,12,2024-03-01,2024-03-23,2136,5.8,Predictive Systems,0.13082962332504036,3,1,March
AI00557,Robotics Engineer,144224,2,3,1,Singapore,1,Singapore,50,"AWS, Java, MLOps, R, SQL",1,1970-01-01 00:00:00.000000009,8,2024-02-10,2024-03-17,1720,6.2,Autonomous Tech,0.30472535026843,2,1,February
AI00558,ML Ops Engineer,151942,2,3,0,Canada,0,South Korea,0,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",1,1970-01-01 00:00:00.000000007,13,2024-11-14,2025-01-13,1984,7.1,Predictive Systems,0.32577964733097636,11,4,November
AI00559,AI Software Engineer,81319,0,0,0,Germany,0,Sweden,0,"Tableau, TensorFlow, Linux, Python",1,1970-01-01 00:00:00.000000000,0,2025-02-19,2025-04-15,581,9.0,Machine Intelligence Group,0.13312382698267208,2,1,February
AI00560,Data Engineer,259184,2,1,1,Norway,2,Ireland,100,"Deep Learning, GCP, Python",2,1970-01-01 00:00:00.000000018,0,2024-07-08,2024-09-19,1587,5.9,Machine Intelligence Group,0.6183301689144952,7,3,July
AI00561,AI Specialist,105668,2,1,0,China,2,China,100,"Java, Computer Vision, AWS, MLOps, Hadoop",0,1970-01-01 00:00:00.000000011,11,2024-11-24,2025-01-08,2254,8.5,Algorithmic Solutions,0.19954661516302213,11,4,November
AI00562,AI Architect,223289,2,1,2,Norway,0,Germany,0,"Java, Deep Learning, Tableau, Scala, TensorFlow",0,1970-01-01 00:00:00.000000014,5,2025-03-19,2025-04-23,1504,7.9,Autonomous Tech,0.5204105015058269,3,1,March
AI00563,Research Scientist,62692,2,2,3,India,1,India,0,"AWS, NLP, Python, Azure",2,1970-01-01 00:00:00.000000004,11,2024-08-15,2024-10-18,2291,5.5,Quantum Computing Inc,0.08231035310549517,8,3,August
AI00564,AI Research Scientist,70084,2,0,0,Canada,0,Canada,100,"Spark, AWS, PyTorch, Mathematics, NLP",0,1970-01-01 00:00:00.000000000,11,2025-03-14,2025-03-31,1204,5.7,DataVision Ltd,0.10247533935664091,3,1,March
AI00565,Computer Vision Engineer,69418,2,0,1,Canada,0,Canada,100,"Tableau, AWS, Hadoop",2,1970-01-01 00:00:00.000000001,8,2024-01-31,2024-02-25,1649,5.8,Future Systems,0.10065852647200035,1,1,January
AI00566,Data Engineer,153083,2,1,1,China,1,China,0,"TensorFlow, Docker, PyTorch",1,1970-01-01 00:00:00.000000011,6,2024-09-23,2024-11-01,1759,7.2,Digital Transformation LLC,0.3288922351708786,9,3,September
AI00567,Machine Learning Engineer,201269,2,1,3,Denmark,2,Denmark,100,"Mathematics, Deep Learning, Java",0,1970-01-01 00:00:00.000000015,9,2024-05-21,2024-07-21,2172,7.7,Smart Analytics,0.46034110252717036,5,2,May
AI00568,AI Software Engineer,148214,2,1,2,Finland,2,China,50,"Hadoop, GCP, Tableau, R, Git",0,1970-01-01 00:00:00.000000019,13,2024-11-17,2025-01-10,1176,9.0,Cloud AI Solutions,0.315609859892628,11,4,November
AI00569,Data Scientist,97454,0,2,3,Germany,2,Germany,50,"Docker, Scala, Computer Vision, Linux",0,1970-01-01 00:00:00.000000004,4,2025-03-26,2025-04-13,1141,5.7,DeepTech Ventures,0.17713925625245516,3,1,March
AI00570,Autonomous Systems Engineer,130864,2,3,3,Canada,1,Japan,100,"PyTorch, NLP, SQL, Mathematics",0,1970-01-01 00:00:00.000000007,11,2024-05-30,2024-07-28,618,8.7,Algorithmic Solutions,0.2682799746846493,5,2,May
AI00571,Head of AI,137934,2,3,1,Norway,1,India,50,"Python, TensorFlow, Statistics, Scala, Git",1,1970-01-01 00:00:00.000000009,13,2024-10-10,2024-11-10,2477,9.7,DeepTech Ventures,0.28756656191349134,10,4,October
AI00572,AI Architect,313205,2,1,2,Norway,0,Norway,50,"Kubernetes, AWS, Scala, Spark",0,1970-01-01 00:00:00.000000012,5,2024-02-18,2024-04-11,1946,6.7,Cloud AI Solutions,0.7656966086159487,2,1,February
AI00573,AI Architect,83357,2,2,3,Sweden,0,Sweden,50,"Git, Mathematics, Tableau, Hadoop",3,1970-01-01 00:00:00.000000004,7,2024-07-28,2024-09-10,2143,5.1,Advanced Robotics,0.13868338352756318,7,3,July
AI00574,Head of AI,109917,2,3,1,China,0,United States,100,"Git, Computer Vision, MLOps, Python",1,1970-01-01 00:00:00.000000009,1,2024-07-26,2024-08-25,1599,8.5,DeepTech Ventures,0.211137663131247,7,3,July
AI00575,Head of AI,115301,2,3,2,Singapore,2,Singapore,100,"Tableau, Git, Python, TensorFlow, Scala",1,1970-01-01 00:00:00.000000006,8,2024-04-27,2024-05-16,1232,6.2,Smart Analytics,0.2258249312557287,4,2,April
AI00576,AI Consultant,53116,2,0,0,Sweden,1,Sweden,0,"Hadoop, Docker, MLOps",2,1970-01-01 00:00:00.000000000,11,2024-05-20,2024-07-23,1658,5.7,Smart Analytics,0.056187530007420015,5,2,May
AI00577,AI Product Manager,46556,2,0,0,Israel,1,United States,100,"Mathematics, Data Visualization, Python, SQL, Spark",1,1970-01-01 00:00:00.000000000,12,2024-05-26,2024-07-28,1410,9.8,Autonomous Tech,0.038292195888437866,5,2,May
AI00578,Computer Vision Engineer,160078,2,3,1,United States,0,Netherlands,50,"Spark, SQL, Python",3,1970-01-01 00:00:00.000000005,12,2024-05-02,2024-06-09,2248,7.4,Neural Networks Co,0.34797422635415304,5,2,May
AI00579,Head of AI,111371,2,1,0,Finland,0,Finland,0,"SQL, Python, Azure, Docker, NLP",1,1970-01-01 00:00:00.000000018,5,2024-01-11,2024-03-22,1686,5.6,Cloud AI Solutions,0.2151040984679848,1,1,January
AI00580,AI Consultant,64072,1,0,3,United Kingdom,1,United Kingdom,0,"Java, MLOps, Scala, Deep Learning",3,1970-01-01 00:00:00.000000000,0,2025-04-25,2025-06-14,2264,5.3,Advanced Robotics,0.0860749203439396,4,2,April
AI00581,Head of AI,120586,2,1,3,Japan,2,Singapore,0,"Python, Kubernetes, Computer Vision, GCP",1,1970-01-01 00:00:00.000000019,0,2024-06-20,2024-08-07,2224,6.9,Predictive Systems,0.2402421326000611,6,2,June
AI00582,Machine Learning Researcher,182856,0,1,1,Germany,1,Germany,0,"Java, R, Tableau, Computer Vision",0,1970-01-01 00:00:00.000000012,11,2024-04-01,2024-06-07,649,6.1,Future Systems,0.4101114093666798,4,2,April
AI00583,AI Software Engineer,43117,2,0,2,Israel,1,Israel,50,"Python, TensorFlow, Git",1,1970-01-01 00:00:00.000000001,5,2024-01-08,2024-02-15,1133,10.0,Quantum Computing Inc,0.028910785212343415,1,1,January
AI00584,Machine Learning Engineer,148848,2,3,0,United States,2,United States,0,"Java, R, PyTorch, Mathematics",2,1970-01-01 00:00:00.000000006,2,2025-01-19,2025-04-01,2009,9.5,Cloud AI Solutions,0.31733937846449306,1,1,January
AI00585,Data Analyst,49630,2,0,3,Sweden,2,Sweden,100,"Git, Spark, Statistics, MLOps, Mathematics",1,1970-01-01 00:00:00.000000000,7,2024-11-23,2024-12-19,1506,8.8,DeepTech Ventures,0.046677905809436517,11,4,November
AI00586,Autonomous Systems Engineer,112595,1,2,3,United Kingdom,0,United Kingdom,100,"SQL, Java, Python",1,1970-01-01 00:00:00.000000002,7,2024-03-26,2024-04-24,2259,7.1,Algorithmic Solutions,0.21844310593164856,3,1,March
AI00587,Research Scientist,49185,2,0,3,Japan,1,Finland,50,"Data Visualization, SQL, Hadoop",3,1970-01-01 00:00:00.000000001,3,2024-12-22,2025-01-19,1802,6.5,Smart Analytics,0.0454639692724019,12,4,December
AI00588,AI Software Engineer,87531,0,2,3,Netherlands,2,Germany,100,"Scala, Data Visualization, Python, MLOps, Azure",0,1970-01-01 00:00:00.000000003,8,2024-03-03,2024-04-03,2261,8.8,Machine Intelligence Group,0.15006983545022043,3,1,March
AI00589,AI Consultant,139122,0,1,3,Germany,1,Germany,50,"R, Kubernetes, Spark, Scala",2,1970-01-01 00:00:00.000000012,7,2025-02-19,2025-04-13,964,5.8,Machine Intelligence Group,0.2908073632752826,2,1,February
AI00590,Data Scientist,162476,0,1,2,Germany,0,Germany,0,"Linux, Tableau, Scala, AWS, Data Visualization",3,1970-01-01 00:00:00.000000017,5,2024-11-27,2025-01-08,693,6.5,Cognitive Computing,0.35451584391776875,11,4,November
AI00591,AI Product Manager,106583,2,0,2,United States,0,United States,100,"Docker, PyTorch, SQL, Mathematics",1,1970-01-01 00:00:00.000000001,10,2024-09-07,2024-11-04,1886,8.1,AI Innovations,0.20204268691894722,9,3,September
AI00592,Head of AI,160883,0,1,2,Germany,2,Germany,50,"Git, Linux, Kubernetes, Statistics, Python",3,1970-01-01 00:00:00.000000014,3,2024-06-12,2024-07-17,2061,6.0,Autonomous Tech,0.35017022390991226,6,2,June
AI00593,Autonomous Systems Engineer,138000,2,1,2,Ireland,2,Ireland,0,"Python, PyTorch, R, Hadoop, Docker",1,1970-01-01 00:00:00.000000011,7,2024-08-17,2024-09-21,2450,7.3,DeepTech Ventures,0.28774660643359085,8,3,August
AI00594,Data Scientist,47999,2,0,0,Ireland,2,Ireland,0,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",3,1970-01-01 00:00:00.000000000,4,2024-08-17,2024-10-18,620,8.9,Neural Networks Co,0.04222862380515909,8,3,August
AI00595,Machine Learning Researcher,261332,2,1,2,Switzerland,2,Switzerland,50,"Git, NLP, Deep Learning, Linux, Kubernetes",0,1970-01-01 00:00:00.000000010,2,2024-12-09,2025-01-20,1794,7.7,Neural Networks Co,0.6241897996595521,12,4,December
AI00596,AI Product Manager,117075,1,3,0,United Kingdom,1,United Kingdom,100,"Mathematics, Python, Kubernetes",1,1970-01-01 00:00:00.000000008,5,2025-04-24,2025-06-12,1770,8.4,Machine Intelligence Group,0.23066430972022173,4,2,April
AI00597,Data Analyst,97771,2,2,0,Singapore,1,Singapore,0,"Linux, Scala, NLP, Hadoop",2,1970-01-01 00:00:00.000000003,13,2024-05-25,2024-07-10,810,9.5,Cloud AI Solutions,0.17800401553838768,5,2,May
AI00598,AI Specialist,79627,1,0,0,United Kingdom,1,United Kingdom,100,"Spark, Hadoop, PyTorch",1,1970-01-01 00:00:00.000000001,5,2025-02-28,2025-04-07,1499,10.0,Algorithmic Solutions,0.1285081401946663,2,1,February
AI00599,Computer Vision Engineer,133019,2,1,2,Ireland,2,Ireland,0,"Linux, Spark, Mathematics, Hadoop",3,1970-01-01 00:00:00.000000015,14,2024-10-23,2024-12-05,2154,5.2,Quantum Computing Inc,0.2741587010606259,10,4,October
AI00600,Computer Vision Engineer,216253,1,1,3,United Kingdom,0,United Kingdom,100,"Hadoop, Spark, Linux",3,1970-01-01 00:00:00.000000013,5,2025-04-15,2025-06-14,1044,6.1,Smart Analytics,0.5012166644843088,4,2,April
AI00601,AI Architect,73822,2,2,2,India,1,India,0,"Python, Linux, Hadoop",3,1970-01-01 00:00:00.000000003,0,2024-08-19,2024-10-29,531,7.4,Digital Transformation LLC,0.11267240626773166,8,3,August
AI00602,Data Analyst,169842,0,1,1,Germany,2,Germany,50,"GCP, Mathematics, Git, PyTorch",0,1970-01-01 00:00:00.000000015,2,2024-05-20,2024-06-04,1020,7.8,Digital Transformation LLC,0.3746099035397844,5,2,May
AI00603,AI Consultant,97370,2,2,1,Sweden,1,Sweden,100,"Deep Learning, Computer Vision, Tableau, Kubernetes",2,1970-01-01 00:00:00.000000002,1,2024-10-14,2024-11-29,1038,7.0,Cognitive Computing,0.1769101086814194,10,4,October
AI00604,Research Scientist,106332,2,0,1,Denmark,0,Denmark,0,"Kubernetes, Tableau, Docker, Scala",0,1970-01-01 00:00:00.000000000,8,2024-08-23,2024-10-22,1623,6.8,Machine Intelligence Group,0.2013579721531142,8,3,August
AI00605,AI Architect,146023,2,3,2,United States,1,United States,50,"Python, Docker, SQL, AWS, Scala",3,1970-01-01 00:00:00.000000005,4,2024-09-02,2024-10-10,2193,6.3,Future Systems,0.30963292741477894,9,3,September
AI00606,AI Software Engineer,167210,2,1,1,Norway,2,Canada,0,"Scala, TensorFlow, Deep Learning",2,1970-01-01 00:00:00.000000015,12,2024-10-15,2024-12-20,985,5.7,Neural Networks Co,0.36742994631399767,10,4,October
AI00607,Research Scientist,46796,2,2,0,Finland,2,Finland,50,"R, SQL, PyTorch, Mathematics, Deep Learning",1,1970-01-01 00:00:00.000000002,13,2024-08-09,2024-10-06,1505,5.0,Predictive Systems,0.03894690323425429,8,3,August
AI00608,ML Ops Engineer,87462,2,0,3,Norway,1,Norway,0,"Git, Statistics, Python",3,1970-01-01 00:00:00.000000001,6,2024-10-25,2024-11-16,2432,6.7,Quantum Computing Inc,0.1498816070882982,10,4,October
AI00609,AI Software Engineer,45441,2,0,1,Ireland,1,Ireland,100,"Java, Spark, Azure, SQL, Deep Learning",1,1970-01-01 00:00:00.000000001,14,2024-04-10,2024-06-16,2493,7.3,Cognitive Computing,0.03525053467766575,4,2,April
AI00610,NLP Engineer,102462,2,3,3,Israel,1,France,0,"Python, Hadoop, TensorFlow",0,1970-01-01 00:00:00.000000009,12,2025-02-24,2025-03-28,2206,6.0,Smart Analytics,0.19080081620182446,2,1,February
AI00611,AI Architect,140104,2,2,0,Norway,1,Norway,100,"Deep Learning, PyTorch, Tableau",3,1970-01-01 00:00:00.000000002,1,2024-01-28,2024-03-16,1858,8.5,Algorithmic Solutions,0.29348620749858145,1,1,January
AI00612,Machine Learning Engineer,90291,0,2,2,Netherlands,1,Netherlands,50,"SQL, PyTorch, Tableau",2,1970-01-01 00:00:00.000000003,10,2024-03-20,2024-05-17,695,6.4,Cloud AI Solutions,0.15759896992710926,3,1,March
AI00613,AI Software Engineer,303636,2,1,3,Denmark,1,Denmark,100,"R, Tableau, GCP, MLOps",2,1970-01-01 00:00:00.000000010,6,2024-07-27,2024-08-13,2105,9.4,DeepTech Ventures,0.7395928811487932,7,3,July
AI00614,Data Scientist,99041,2,0,0,United States,0,Ireland,50,"Python, GCP, Scala, Tableau, Git",1,1970-01-01 00:00:00.000000001,1,2024-03-21,2024-04-04,1042,9.2,Cognitive Computing,0.18146850857666624,3,1,March
AI00615,ML Ops Engineer,42279,2,0,3,Finland,2,South Korea,100,"Statistics, NLP, Python, Kubernetes",2,1970-01-01 00:00:00.000000001,14,2024-12-28,2025-02-23,1374,7.1,Predictive Systems,0.026624765396534415,12,4,December
AI00616,AI Architect,65919,2,3,2,India,2,India,50,"Kubernetes, SQL, MLOps, GCP, Docker",3,1970-01-01 00:00:00.000000007,13,2024-01-12,2024-03-09,2098,7.7,Advanced Robotics,0.09111343895945179,1,1,January
AI00617,AI Specialist,101235,2,3,3,Ireland,1,Ireland,100,"Git, Scala, GCP, Kubernetes, AWS",1,1970-01-01 00:00:00.000000006,9,2024-11-18,2025-01-14,1238,6.7,Predictive Systems,0.18745362489633802,11,4,November
AI00618,Machine Learning Researcher,109969,2,2,0,United States,0,Singapore,100,"Java, PyTorch, Tableau, MLOps, Kubernetes",3,1970-01-01 00:00:00.000000004,9,2024-07-15,2024-09-19,827,5.6,Predictive Systems,0.21127951638950723,7,3,July
AI00619,Robotics Engineer,115496,2,1,0,India,0,India,100,"SQL, Java, GCP, Data Visualization, Computer Vision",2,1970-01-01 00:00:00.000000012,12,2024-02-29,2024-05-12,2471,7.4,Machine Intelligence Group,0.22635688097420453,2,1,February
AI00620,AI Consultant,224280,2,1,2,Denmark,0,Denmark,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",1,1970-01-01 00:00:00.000000018,11,2024-09-20,2024-11-17,2245,6.1,Neural Networks Co,0.5231138972545939,9,3,September
AI00621,Principal Data Scientist,50915,2,2,1,Finland,2,South Korea,100,"PyTorch, Data Visualization, Spark",0,1970-01-01 00:00:00.000000002,11,2024-10-07,2024-10-30,1178,6.4,Digital Transformation LLC,0.050183318056828595,10,4,October
AI00622,AI Specialist,131250,0,3,2,Netherlands,0,Netherlands,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",1,1970-01-01 00:00:00.000000009,5,2024-08-12,2024-10-09,2056,8.3,Predictive Systems,0.26933296233250403,8,3,August
AI00623,Head of AI,76339,2,3,0,Israel,1,Israel,0,"Computer Vision, SQL, Data Visualization",1,1970-01-01 00:00:00.000000005,13,2024-04-07,2024-05-15,1307,7.4,Digital Transformation LLC,0.11953864955698136,4,2,April
AI00624,AI Architect,70128,2,0,0,Sweden,1,Sweden,100,"Scala, SQL, GCP, TensorFlow",0,1970-01-01 00:00:00.000000000,7,2024-09-07,2024-10-07,931,7.0,AI Innovations,0.10259536903670725,9,3,September
AI00625,NLP Engineer,123728,0,3,2,Germany,0,Canada,100,"Linux, Python, Mathematics",3,1970-01-01 00:00:00.000000009,6,2024-06-14,2024-06-30,1128,7.9,Future Systems,0.24881334293570773,6,2,June
AI00626,Autonomous Systems Engineer,72448,2,2,0,China,0,China,100,"MLOps, Java, Python, Linux, R",3,1970-01-01 00:00:00.000000004,14,2025-01-26,2025-03-21,2277,6.7,Smart Analytics,0.10892420671293265,1,1,January
AI00627,Principal Data Scientist,90172,2,3,2,Israel,0,India,50,"Kubernetes, Python, TensorFlow",0,1970-01-01 00:00:00.000000007,1,2024-01-14,2024-03-18,1788,5.7,Neural Networks Co,0.15727434420147526,1,1,January
AI00628,Data Scientist,133372,2,2,1,United States,0,United States,50,"Azure, GCP, Java, Kubernetes",2,1970-01-01 00:00:00.000000004,14,2025-03-22,2025-05-21,1461,9.9,Neural Networks Co,0.2751216664484309,3,1,March
AI00629,Robotics Engineer,215554,2,3,2,Switzerland,1,Switzerland,50,"Python, Azure, Statistics, GCP",1,1970-01-01 00:00:00.000000008,2,2024-10-15,2024-12-21,2206,7.2,AI Innovations,0.49930982933961854,10,4,October
AI00630,Principal Data Scientist,349562,2,1,0,Denmark,0,Denmark,100,"Java, GCP, Python, Mathematics, NLP",0,1970-01-01 00:00:00.000000015,4,2024-01-18,2024-03-10,958,6.5,TechCorp Inc,0.8648765876653136,1,1,January
AI00631,AI Product Manager,137181,2,1,2,Israel,2,Israel,100,"Python, Tableau, Linux",2,1970-01-01 00:00:00.000000019,1,2025-03-07,2025-04-26,2047,6.7,Machine Intelligence Group,0.28551241761599233,3,1,March
AI00632,Computer Vision Engineer,61587,2,0,2,Australia,1,Australia,50,"GCP, Git, PyTorch",0,1970-01-01 00:00:00.000000000,14,2024-07-18,2024-08-04,1531,6.2,Cognitive Computing,0.07929597136746541,7,3,July
